Account id,Account name,Account website,Account domain,Description,Account picture,Size,Last interaction,Creation date,Modification date,Hotness,Last interaction type,Last interaction date,Last email date,Last meeting date,Social profile type,Social profile url,Social profile username,Social profile 2 type,Social profile 2 url,Social profile 2 username,Social profile 3 type,Social profile 3 url,Social profile 3 username,Social profile 4 type,Social profile 4 url,Social profile 4 username,Social profile 5 type,Social profile 5 url,Social profile 5 username,LinkedIn,Twitter,Facebook,Street,Zip/Postal code,City,State/Region,Country,Street 2,Zip/Postal code 2,City 2,State/Region 2,Country 2,Street 3,Zip/Postal code 3,City 3,State/Region 3,Country 3,Street 4,Zip/Postal code 4,City 4,State/Region 4,Country 4,Street 5,Zip/Postal code 5,City 5,State/Region 5,Country 5,Account email,Account emails,Phone,Mobile phone,Home phone,Fax phone,Phone numbers,Tags,Parent account name,Org nummer,Employees,Manager,Note,One liner,Subject mail,monthly cost,SlackThread_id,Need,Status,Pains,reviewSummary,reviewRating,Champion
13648207,Jonas Flermoen,,,,https://logo.salesflare.com/0797ee65eec0c42779f3b83108ec66d6--a2387ce5e32adc44531a1bdf37baa98d,,2024-09-10 10:04:16,2024-09-10 10:04:16,2026-01-07 13:27:00,,account_created,2024-09-10 10:04:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13640487,Harmoni Bakeri,,,,https://logo.salesflare.com/95e281fcfeabf62b19ad7da3317b9b54--b141168c067395a8555f37e120bd5043,,2024-09-04 08:02:37,2024-09-04 08:02:37,2026-01-07 13:27:00,,account_created,2024-09-04 08:02:37,,,facebook,https://www.facebook.com/harmonibakeri,harmonibakeri,,,,,,,,,,,,,,,https://www.facebook.com/harmonibakeri,,,,,,,,,,,,,,,,,,,,,,,,,,harmonibakeri@gmail.com,harmonibakeri@gmail.com,48 24 61 05,,,,48 24 61 05,Porsgrunn min by,,,,,,,,,,,,,,,
13640486,Creperi To Be as,,,,https://logo.salesflare.com/108cc63b9315dfc4cd12c1108d02ed10--007a2592bd2d6fad66d517639694a19e,,2024-09-04 08:01:43,2024-09-04 08:01:43,2026-01-07 13:27:00,,account_created,2024-09-04 08:01:43,,,facebook,https://www.facebook.com/creperietobe,creperietobe,,,,,,,,,,,,,,,https://www.facebook.com/creperietobe,,,,,,,,,,,,,,,,,,,,,,,,,,bgoduni@gmail.com,bgoduni@gmail.com,90 63 55 17,,,,90 63 55 17,Porsgrunn min by,,,,,,,,,,,,,,,
13640483,Filmsenteret Charlie,http://www.charlie.no/,charlie.no,,https://logo.salesflare.com/92df8ca92cfecd7a8038315ade14797d--02acfadb2e6ec8a573050c3b425e75d6,,2024-09-04 07:58:55,2024-09-04 07:58:55,2026-01-07 13:26:59,,account_created,2024-09-04 07:58:55,,,facebook,https://www.facebook.com/charlie.no,charlie.no,,,,,,,,,,,,,,,https://www.facebook.com/charlie.no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porsgrunn min by,,,,,,,,,,,,,,,
13640482,Du Verden Sjøfart- og vitensenter,http://www.du-verden.no/,du-verden.no,"Stiftelsen Telemark Museum og Tekna realiserer nå et sømløst vitensenter og sjøfartsmuseum i eget bygg, med en unik kombinasjon av viten og museum. Det nye senteret, DuVerden, har en egenart hvor realfag og teknologi settes inn i en historisk og regional sammenheng, samtidig som tverrfagligheten styrker formålet om å etablere et kvalitativt lærings- og opplevelsessenter",https://logo.salesflare.com/df50a93d01bbc9755606da1d0f6a7424--cba905f83849e3da7793c54130841a72,5,2024-09-04 07:58:09,2024-09-04 07:58:09,2026-01-07 13:26:59,,account_created,2024-09-04 07:58:09,,,facebook,https://www.facebook.com/DuVerdenAS,DuVerdenAS,instagram,https://www.instagram.com/duverden_as,duverden_as,linkedin,https://www.linkedin.com/company/duverden-no,duverden-no,other,https://www.owler.com/iaApp/6339646/duverden-company-profile,duverden,,,,https://www.linkedin.com/company/duverden-no,,https://www.facebook.com/DuVerdenAS,Tollbugt 23,3933,Porsgrunn,,Norway,,,,,,,,,,,,,,,,,,,,,booking@du-verden.no,booking@du-verden.no,954 28 959,,,,954 28 959,Porsgrunn min by,,,,,,,,,,,,,,,
13639849,Spiller Ingen Kaserolle,http://www.spilleringenkasserolle.no/,spilleringenkasserolle.no,,https://logo.salesflare.com/2df2f77b383204e980bc30c2aad6809d--b695798e6d04968e9be44963f2b3b6cc09eeec995f8b355bbfb3c3ceacd0047e,,2024-09-03 15:40:34,2024-09-03 15:40:34,2025-11-28 15:18:48,,account_created,2024-09-03 15:40:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spilleringenkasserolle@gmail.com,spilleringenkasserolle@gmail.com,91 82 40 20,,,,91 82 40 20,Porsgrunn min by,,,,,,,,,,,,,,,
13639848,Pincho Nation,https://pinchonation.no/restaurant/no-porsgrunn-stor,pinchonation.no,,https://logo.salesflare.com/70d0a32dc08ed32faf4e2be9f694dbc5--7b4a525d1e8f19fe35345a24aade8aff,,2024-09-03 15:39:54,2024-09-03 15:39:54,2026-01-07 13:26:59,,account_created,2024-09-03 15:39:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13639847,Oscar Brasseri AS,,,,https://logo.salesflare.com/96270bd522699e9cfd22cc12172e41b6--d17a91154b9052831df1dd790975dc0c,,2024-09-03 15:39:23,2024-09-03 15:39:23,2026-01-07 13:26:58,,account_created,2024-09-03 15:39:23,,,facebook,http://www.facebook.com/restaurantzorba.no,restaurantzorba.no,,,,,,,,,,,,,,,http://www.facebook.com/restaurantzorba.no,Storgata 136,,,,,,,,,,,,,,,,,,,,,,,,,oscar.brasseri@gmail.com,oscar.brasseri@gmail.com,41 36 80 90,,,,41 36 80 90,Porsgrunn min by,,,,,,,,,,,,,,,
13639767,Michel Seylmager’s Hus,http://www.michelseylmagerhus.no/,michelseylmagerhus.no,,https://logo.salesflare.com/29b3770f8b723a2bbf70eb42dcc325b9--3b9c777ccc80139e817f2d09cb83b96a98b54aef3656d688f4357f2e0fe52d53,,2024-09-03 14:32:22,2024-09-03 14:32:22,2026-01-07 13:26:58,,account_created,2024-09-03 14:32:22,,,facebook,https://www.facebook.com/michelseylmagershus,michelseylmagershus,,,,,,,,,,,,,,,https://www.facebook.com/michelseylmagershus,Storgata 156,3915,Porsgrunn,Telemark,Norge,,,,,,,,,,,,,,,,,,,,,post@michelseylmagerhus.no,post@michelseylmagerhus.no,35 55 47 14,,,,35 55 47 14,Porsgrunn min by,,,,,,,,,,,,,,,
13639747,Merci restaurant,http://www.mercirestaurant.no/,mercirestaurant.no,,https://logo.salesflare.com/6a90dbf5eac41d7e99bc5bf670026f10--175472ce18e186c01cbad84adae2109e5d8213a55574c35445fbc30eef6ca7e0,,2024-09-03 14:26:22,2024-09-03 14:26:22,2026-01-07 13:26:58,,account_created,2024-09-03 14:26:22,,,facebook,https://www.facebook.com/MerciPorsgrunn,MerciPorsgrunn,instagram,https://www.instagram.com/merciporsgrunn,merciporsgrunn,,,,,,,,,,,,https://www.facebook.com/MerciPorsgrunn,Ferjegata 5,3921,Porsgrunn,Telemark,Norge,,,,,,,,,,,,,,,,,,,,,booking@mercirestaurant.no,booking@mercirestaurant.no,35 55 55 50,,,,35 55 55 50,Porsgrunn min by,,,,,,,,,,,,,,,
13639736,Karjolen Pub,http://www.karjolenpub.no/,karjolenpub.no,,https://logo.salesflare.com/e6324f52c41d52a1a3cd1513cf656710--c724c600e9e56be95dd152ab6e1187ba,,2024-09-03 14:21:52,2024-09-03 14:21:52,2026-01-07 13:26:58,,account_created,2024-09-03 14:21:52,,,facebook,https://www.facebook.com/karjolenpub,karjolenpub,instagram,https://www.instagram.com/karjolen_pub,karjolen_pub,,,,,,,,,,,,https://www.facebook.com/karjolenpub,Folkets hus Sverresgate 19,3921,Porsgrunn,Telemark,Norge,,,,,,,,,,,,,,,,,,,,,post@karjolenpub.no,post@karjolenpub.no,46 50 22 59,,,,46 50 22 59,Porsgrunn min by,,,,,,,,,,,,,,,
13639727,Jimmys Restaurant,https://jimmysrestaurant.no,jimmysrestaurant.no,,https://logo.salesflare.com/8e8a145c47e63547bb21bee662696b77--6e980e2e66f0fbb74183e05a9a507c0a54be8090a3ddf3b00710a13da03f2cb9,,2024-09-03 14:12:43,2024-09-03 14:12:43,2025-11-28 15:18:48,,account_created,2024-09-03 14:12:43,,,instagram,https://www.instagram.com/jimmysporsgrunn,jimmysporsgrunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kontakt@jimmysrestaurant.no,kontakt@jimmysrestaurant.no,,,,,,Porsgrunn min by,,,,,,,,,,,,,,,
13639725,Ikke Bare Brød,https://www.ikkebarebrod.no,ikkebarebrod.no,,https://logo.salesflare.com/91a1c06f34d0e0fe320e091d5bbd1304--7d8b0a2f685f8874048e9a4cf0e9c51e,,2024-09-03 14:11:40,2024-09-03 14:11:40,2026-01-07 13:26:57,,account_created,2024-09-03 14:11:40,,,instagram,https://www.instagram.com/ikkebarebrod,ikkebarebrod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 99 21 08,,,,90 99 21 08,Porsgrunn min by,,,,,,,,,,,,,,,
13616512,Helgesens Hjørne ANS,https://narvesen.no,narvesen.no,"Reitan Servicehandel Norge AS is a Real estate company located in 2Gladengveien, Oslo, Oslo, Norway.",https://logo.salesflare.com/c85847f0a34fe486babd2c21e40f6a8b--578982a45de4cf8dde495a2a7c0ebc30,5,2024-08-28 10:00:17,2024-08-28 10:00:17,2026-01-07 13:26:57,,account_created,2024-08-28 10:00:17,,,twitter,https://twitter.com/narvesensb,narvesensb,linkedin,https://www.linkedin.com/company/8942999,8942999,,,,,,,,,,https://www.linkedin.com/company/8942999,https://twitter.com/narvesensb,,2Gladengveien,661,Oslo,Oslo,Norway,,,,,,,,,,,,,,,,,,,,,postmaster@grenlandfinans.no,postmaster@grenlandfinans.no,,,,,,Porsgrunn min by,,,,,,,,,,,,,,,
13616507,Elvespeilet Mat&Vinbar,http://www.tollnesselskapsmat.no/,tollnesselskapsmat.no,,https://logo.salesflare.com/953b3d01501499d8317d47477a2de6bb--6e59e720865f43d0dc9738cac43d181d4e6d88f78d6ad3c5653886807f4b5f3b,,2024-08-28 09:59:30,2024-08-28 09:59:30,2026-01-07 13:26:56,,account_created,2024-08-28 09:59:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erdal@tollnes-selskapsmat.no,erdal@tollnes-selskapsmat.no,,,,,,Porsgrunn min by,,,,,,,,,,,,,,,
13616504,Bangkok Food Take away & Catering,https://www.hovengasenteret.no/butikker/bangkok-food/,hovengasenteret.no,,https://logo.salesflare.com/8f2a0c1c29702dd09fe075e3d4f048f0--9dbee4f47fd5e8eb5a136b8161b5195327b74c934814980cf9e88f9f5ddd2c72,,2024-08-28 09:58:58,2024-08-28 09:58:58,2026-01-07 13:26:56,,account_created,2024-08-28 09:58:58,,,facebook,https://www.facebook.com/www.bangkokfood.no,www.bangkokfood.no,,,,,,,,,,,,,,,https://www.facebook.com/www.bangkokfood.no,,,,,,,,,,,,,,,,,,,,,,,,,,post@bangkokfood.no,post@bangkokfood.no,,,,,,Porsgrunn min by,,,,,,,,,,,,,,,
12905968,LA PERGOLA TØNSBERG AS,https://www.lapergola.no,lapergola.no,,https://logo.salesflare.com/dee1c3a940eeb2c9a4417ff26f3f3872--5266b8f9eeb9032805cd0ac1ab8a1952,,2024-08-28 08:12:55,2024-02-27 09:57:41,2026-01-07 13:25:36,,meeting-phone,2024-08-28 08:12:55,2024-05-20 07:00:11,2024-05-21 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KA target,,915880827,27,Anne-Liv Lindstrøm,,,,,,,,,,,
13615418,Anichen Bakkevig,,,,https://logo.salesflare.com/76dded4578c5c99ba13d0825c49b000d--710442a93b41aa82cae02dc41d4eabf3,,2024-08-27 08:45:24,2024-08-27 08:45:24,2026-01-07 13:26:56,,account_created,2024-08-27 08:45:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13611878,Marius,,,,https://logo.salesflare.com/7c3e3b1799065e257e98175df5d1ee16--3ec1022b8f18c81cb442021fa56db686,,2024-08-22 11:00:00,2024-08-21 11:59:21,2026-01-07 13:26:55,,meeting-live,2024-08-22 11:00:00,,2024-08-22 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13239458,E-Motive Technology,https://www.e-motive.no/,e-motive.no,,https://logo.salesflare.com/33487e16b8b47b111d4f1c5509ef17e9--8d62c4158eb7a3bd56bf9b76dc4a8c06,30,2024-08-22 08:00:08,2024-04-29 08:01:01,2026-01-07 13:26:44,,email,2024-08-22 08:00:08,2024-08-22 08:00:08,2024-05-02 08:00:00,,,,,,,,,,,,,,,,,,,Tordenskiolds gate 2,160,Oslo,Oslo,Norway,,,,,,,,,,,,,,,,,,,,,info@e-motive.no,info@e-motive.no,+47 482 76 929,,,,+47 482 76 929,google,,921675321,,Tore Skjervheim,,,,,,,,,,,
13013803,Svalbard Adventures,https://svalbardadventures.com/,svalbardadventures.com,"Svalbard Adventures has facilitated great moments and close experiences since 1994. Everything we do is grounded in our respect for the visitors and the environment. Our job is to guide the way and in doing so, we always make sure that our guests travel safely with one of our educated and authorized Svalbard guides.

We have over 150 employees who will take you through day trips and expeditions with snowmobiles, ATV’s and dog sleds. You can visit ice caves, other towns and go on boat trips. We have accommodation and dining for all seasons, critically acclaimed gourmet at Huset restaurant, and Longyearbyen’s largest shop and rental for snowmobiles.

Just remember, if you stay long enough in this unique and contrasting place, where the conditions constantly shift from the grandiose to the simple, from landscape to culture – and back –there is a good chance you may even discover a new side of yourself.
",https://lib.salesflare.com/avatars/account21863c3e72b49bc558cea8b9b95ea058b4d7b07685c52217f9646a06081387cf.png?modified=1710848286943,32,2024-08-21 11:14:37,2024-03-19 11:38:06,2025-08-21 13:32:24,,meeting-phone,2024-08-21 11:14:37,2024-06-20 07:46:30,2024-06-03 07:00:00,linkedin,https://www.linkedin.com/company/svalbard-adventures,svalbard-adventures,,,,,,,,,,,,,https://www.linkedin.com/company/svalbard-adventures,,,Pb 538,,Longyearbyen,,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,KA target,,,,,,,,,,,,,,,
13611733,Bar keep app,https://Www.barkeep.no,barkeep.no,,https://logo.salesflare.com/583af2b33bc5f36ed5b66be1544c18c4--3489f39383c5a68427476af0b2f0afb1,,2024-08-21 08:11:36,2024-08-21 08:11:36,2026-01-07 13:26:54,,account_created,2024-08-21 08:11:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apps,,,,,,,,,,,,,,,
13611731,Motimate as,http://www.motimateapp.com,motimateapp.com,motimate™ will simplify your workday through effective internal communication.,https://logo.salesflare.com/bb5e11ff8de0086bd2b34997a203c66c--3eaae24f90d077933d5098fc19018edc,5,2024-08-21 08:09:35,2024-08-21 08:09:35,2026-01-07 13:26:53,,account_created,2024-08-21 08:09:35,,,crunchbase,http://www.crunchbase.com/organization/motimate-5c06,motimate-5c06,linkedin,https://www.linkedin.com/company/motimate-as,motimate-as,,,,,,,,,,https://www.linkedin.com/company/motimate-as,,,,,Oslo,Oslo,Norway,"Maridalsveien 87, bygg 3",461,Oslo,Norge,Norway,,,,,,,,,,,,,,,,,,,,,,,Apps,,,,,,,,,,,,,,,
13611081,De Historiske Hotel & Spisesteder,https://dehistoriske.com,dehistoriske.com,"De Historiske - historic hotels & restaurants - is a unique membership organisation containing many of Norway’s most charming hotels and restaurants. The group consists of 47 hotels and 16 restaurants which are members of the group.\r\n\r\nAlthough the members of De Historiske each have their own distinctive characters, you will find that they have features in common: a warm welcome, good service, a friendly atmosphere and high quality in every respect. The quality standards that the group has in common ensure a generally high standard in the group, and our values of ”hospitable”, ”personal” and ”quality conscious” shall aid us in achieving our shared vision: we want visitors to find us ”a good place to be”.",https://logo.salesflare.com/57c9aa96410d2efbf585c2f3b62d12ae--5edd902f559b79e03f4c06b7a5c15abff52eade6783b51a11f52860f51c5f700,750,2024-08-20 10:55:35,2024-08-20 10:55:35,2026-01-07 13:26:53,,account_created,2024-08-20 10:55:35,,,linkedin,https://www.linkedin.com/company/de-historiske-hotel-&-spisesteder,de-historiske-hotel-&-spisesteder,other,https://www.owler.com/iaApp/3023761/de-historiske---hotel-og-spisesteder-company-profile,de-historiske---hotel-og-spisesteder,youtube,https://youtube.com/channel/UC6ciMntJI-HyS9AI0y6V_JA,UC6ciMntJI-HyS9AI0y6V_JA,,,,,,,https://www.linkedin.com/company/de-historiske-hotel-&-spisesteder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KA target,,,,,,,,,,,,,,,
13611068,Engø Gård,https://engo.no,engo.no,,https://logo.salesflare.com/508a127588af0de23aab1ae14e0ce952--ef07af7af870343e197c9128ce2591fb,,2024-08-20 10:42:31,2024-08-20 10:42:31,2026-01-07 13:26:53,,account_created,2024-08-20 10:42:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13514666,Richard,,,,https://logo.salesflare.com/a7db64394637ffdebbdfe7432fdcc445--59853551eb964cdf94243f4fc24b4c13,,2024-07-25 13:00:00,2024-07-24 13:06:33,2026-01-07 13:26:54,,meeting-live,2024-07-25 13:00:00,,2024-07-25 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13491061,Global,,,,https://logo.salesflare.com/642711bc75663e8c74d2fb961d9f8e9b--2d1ba6cbd93709f01d56c3597333b1b3,,2024-07-08 10:06:00,2024-07-08 10:06:00,2026-01-07 13:26:53,,account_created,2024-07-08 10:06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,import_2024-07-08_10:05:01,,,,,,,,,,,,,,,
13491057,Restaurant Sjø,,,,https://logo.salesflare.com/c94439404d77149f49dbd7e3385e1486--d5f64e4e9ccbd524a6f4fbccfcc4d8a8,,2024-07-08 10:05:55,2024-07-08 10:05:55,2026-01-07 13:26:52,,account_created,2024-07-08 10:05:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,import_2024-07-08_10:05:01,,,,,,,,,,,,,,,
13451869,PorsgrunnMinBy,https://porsgrunnminby.no,porsgrunnminby.no,,https://logo.salesflare.com/62258ac0f83239961e48643aae2a2bf7--bd15d9ce8f8c295ecf5d2649b3e670ea83d6617d4c5fe462ab105f648cb7156c,,2024-07-02 17:39:01,2024-06-20 09:43:46,2025-11-28 15:17:03,,webpage,2024-07-02 17:39:01,2024-07-02 07:33:49,2024-06-24 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13427377,Gaustablikk fjellresort,https://www.gausta.com,gausta.com,,https://logo.salesflare.com/fe76e8c55580d4248e4ea3000756abe4--514f3eb03a01f08c8a420dc2264ffe34,,2024-07-02 09:55:03,2024-06-11 22:14:23,2026-01-07 13:26:50,,email,2024-07-02 09:55:03,,2024-06-12 13:00:00,linkedin,https://www.linkedin.com/company/gaustacom,gaustacom,youtube,https://youtube.com/channel/UCYn2bZgIdy2_mgfc1seOjPQ,UCYn2bZgIdy2_mgfc1seOjPQ,,,,,,,,,,https://www.linkedin.com/company/gaustacom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13470676,Celine Sand-Teeuwen,,,,https://logo.salesflare.com/84ded075b743dea4632587fca6bb690e--f56dd8a1075f19c842fdf02d7faeb3d4,,2024-06-28 08:00:00,2024-06-26 14:01:29,2026-01-07 13:26:51,,meeting-live,2024-06-28 08:00:00,,2024-06-28 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472589,Vitor Izidoro,,,,https://logo.salesflare.com/912b4ce09a942f4849e78ea32df73c9f--e7aebebef75f742a58e677f3f535d6b5,,2024-06-27 13:55:22,2024-06-27 13:55:22,2026-01-07 13:26:51,,account_created,2024-06-27 13:55:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13447406,Lunch.no,https://lunsj.no/,lunsj.no,,https://logo.salesflare.com/b6ba2f9ba8ccf32a7b101f7422a5e1c9--95c35a8bacb62e29dee90cfaff2a4dfd,,2024-06-27 08:00:00,2024-06-18 02:53:47,2026-01-07 13:26:50,,meeting-live,2024-06-27 08:00:00,2024-06-24 14:26:46,2024-06-27 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13454565,Anders Bråthen,,,,https://logo.salesflare.com/7f757dab1d4cb261728674e098e9492a--b46373521716a92f4ff31230121a69d3,,2024-06-24 11:30:00,2024-06-23 08:39:41,2026-01-07 13:26:51,,meeting-live,2024-06-24 11:30:00,2024-06-23 14:34:51,2024-06-24 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13450501,Porsgrunn Min By,https://porsgrunnminby.no/,porsgrunnminby.no,,https://logo.salesflare.com/098b60c467e640951cacbdb634dedc64--65e278a40512445f7da65d745119f989fce82e91b1563f48bf64836ffd700523,,2024-06-19 14:11:11,2024-06-19 14:11:11,2026-01-07 13:26:50,,account_created,2024-06-19 14:11:11,,,,,,,,,,,,,,,,,,,,,Storgata 153 3,915,Porsgrunn,Telemark,Norge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13417382,Vinterlagra,http://vinterlagra.se,vinterlagra.se,,https://logo.salesflare.com/f15773bc422d9d20d98d85c66346b5b4--20119178b0b8099c603b03ad3041c6f4,,2024-06-17 04:39:11,2024-06-03 14:37:48,2026-01-07 13:26:45,,forward,2024-06-17 04:39:11,2024-05-29 08:13:11,2024-05-31 10:30:00,linkedin,https://www.linkedin.com/company/81784905,81784905,youtube,https://youtube.com/channel/UCZ5F4sOJeY2oPOMGDsvt4Mw,UCZ5F4sOJeY2oPOMGDsvt4Mw,,,,,,,,,,https://www.linkedin.com/company/81784905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13443963,Bønder i byen,,,,https://logo.salesflare.com/94292682c77c384fccf3410a287e4f45--0e124d46e80fb78d990e264652a68402,,2024-06-16 14:52:17,2024-06-16 14:52:17,2026-01-07 13:26:49,,account_created,2024-06-16 14:52:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Karlsson,,,,,,,,,,,,,,,
13443962,St. Lars,https://stlars.no,stlars.no,,https://logo.salesflare.com/5e3d0dc05af9e5a855cabbd2598858e8--1ef9f36416ee343d2b0904505abafe47,,2024-06-16 14:45:42,2024-06-16 14:45:42,2026-01-07 13:26:49,,account_created,2024-06-16 14:45:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13420244,Skien kontor hotel,,,,https://logo.salesflare.com/e7d681429c5ff61d7e96b6608140df03--4d3142a27d50860816b11debb4a262da,,2024-06-05 18:30:38,2024-06-05 18:30:38,2026-01-07 13:26:48,,account_created,2024-06-05 18:30:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13414383,Tone,,,,https://logo.salesflare.com/20e9ea95468cfb7b88e68ae700d1835f--e0ccf84965da5364ae932bdbd12210a4,,2024-06-05 07:30:00,2024-05-31 12:46:25,2026-01-07 13:26:44,,meeting-live,2024-06-05 07:30:00,,2024-06-05 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13419266,Sommerbris,https://sommerbris.com,sommerbris.com,,https://logo.salesflare.com/42a1c4cf058083967ec814c323d8e43c--525e283bb306e32a5120e61903b22cee,,2024-06-05 06:30:45,2024-06-05 06:30:45,2026-01-07 13:26:48,,account_created,2024-06-05 06:30:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Festival,,,,,,,,,,,,,,,
13418575,Tysnesfest,https://tysnesfest.no,tysnesfest.no,,https://logo.salesflare.com/e45b2d9abae3fa916f3c046e2307d371--034dbe1eee739d6fe89ea4c2c133e64d,,2024-06-04 14:02:46,2024-06-04 14:02:46,2026-01-07 13:26:48,,account_created,2024-06-04 14:02:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Festival,,,,,,,,,,,,,,,
13418571,Norsk Countrytreff,https://norskcountrytreff.no,norskcountrytreff.no,,https://logo.salesflare.com/1cd822b1c60761703e0214a364f8a431--41657629cc71a6caca21a4854c4f5ee1ea6257e868ca3f04ca65348bafbd8075,,2024-06-04 14:02:03,2024-06-04 14:02:03,2026-01-07 13:26:48,,account_created,2024-06-04 14:02:03,,,youtube,https://youtube.com/channel/UCDohH-MGoMRUuiW_ondaSuA,UCDohH-MGoMRUuiW_ondaSuA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Festival,,,,,,,,,,,,,,,
13418570,Trondheim rocks,,,,https://logo.salesflare.com/a23f2b7bb6c744fdf79287b06230c1ae--145d52d427a4481b099b7c3adbd2d66b,,2024-06-04 14:01:31,2024-06-04 14:01:31,2026-01-07 13:26:47,,account_created,2024-06-04 14:01:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Festival,,,,,,,,,,,,,,,
13418569,Findings Festival,https://findings.no,findings.no,,https://logo.salesflare.com/8e8560e5a3f40657723c8a2be2cd71a1--e217d8b08db836b731e2bed13a2b2d2e,,2024-06-04 14:01:13,2024-06-04 14:01:13,2026-01-07 13:26:47,,account_created,2024-06-04 14:01:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Festival,,,,,,,,,,,,,,,
13418567,Norway Cup,https://norwaycup.no,norwaycup.no,,https://logo.salesflare.com/278fa02ee8a8c245d5b73a5483aa836c--4fca7e78497e3b803db81ba130e782a3,,2024-06-04 14:00:21,2024-06-04 14:00:21,2026-01-07 13:26:47,,account_created,2024-06-04 14:00:21,,,youtube,https://youtube.com/user/NorwayCupOfficial,NorwayCupOfficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+47 22 66 02 00,,,,+47 22 66 02 00,Festival,,,,,,,,,,,,,,,
13418566,Feelings,,,,https://logo.salesflare.com/333baaf5a78dea7a6b23b0cac2c84517--2674ee7ddb3661ce20c5d672be3067d0,,2024-06-04 13:59:02,2024-06-04 13:59:02,2026-01-07 13:26:47,,account_created,2024-06-04 13:59:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Festival,,,,,,,,,,,,,,,
